ActivityIdentifier,ActivityStartDate,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode
R10BUNKER-17085,4/10/2000,,,47.5517,-116.2363,Floating algae mat - severity (choice list),None,None
R10BUNKER-18687,5/31/2000,,,47.7030556,-116.9777778,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A957,4/18/2000,,,44.6212778,-116.0534167,Chlorophyll a,19,mg/m3
1119USBR_WQX-00-A1522,5/17/2000,,,44.6266389,-116.0590556,Chlorophyll a,1.6,mg/m3
IDEQ_WQX-F-2-11/17/2000-10:45-chla,11/17/2000,,,46.37597,-115.94165,Chlorophyll a - Periphyton (attached),10.19,mg/m2
IDEQ_WQX-F-3-9/16/2000-10:05-chla,9/16/2000,,,46.38355,-115.94959,Chlorophyll a - Periphyton (attached),9.08,mg/m2
1119USBR_WQX-00-A3094,7/12/2000,,,44.6342778,-116.122,Chlorophyll a,2.6,mg/m3
1119USBR_WQX-00-A4453,9/12/2000,,,44.6364722,-116.0662778,Chlorophyll a,53.7,mg/m3
1119USBR_WQX-00-A3774,8/10/2000,,,44.0713889,-116.9325,Chlorophyll a,7.9,mg/m3
1119USBR_WQX-00-A4447,9/12/2000,,,44.62175,-116.0520833,Chlorophyll a,5,mg/m3
1119USBR_WQX-00-A4971,10/16/2000,,,44.6361111,-116.0677778,Chlorophyll a,3.1,mg/m3
1119USBR_WQX-00-A4371,9/11/2000,,,44.0713889,-116.9325,Chlorophyll a,15,mg/m3
IDEQ_WQX-C-3-11/15/2000-12:40-chla,11/15/2000,,,46.0417,-116.3252,Chlorophyll a - Periphyton (attached),37.85,mg/m2
R10BUNKER-17111,9/6/2000,,,47.5517,-116.2363,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A3108,7/13/2000,,,44.6361111,-116.0677778,Chlorophyll a,2.8,mg/m3
1119USBR_WQX-00-A1047,4/19/2000,,,44.6364722,-116.0662778,Chlorophyll a,4.4,mg/m3
1119USBR_WQX-00-A4975,10/16/2000,,,44.6399444,-116.1216667,Chlorophyll a,2.1,mg/m3
1119USBR_WQX-00-A3095,7/12/2000,,,44.6374167,-116.1281111,Chlorophyll a,1,mg/m3
1119USBR_WQX-00-A2483,6/26/2000,1,m,42.6708333,-113.4833333,Chlorophyll a,9.8,mg/m3
1119USBR_WQX-00-A3817,8/15/2000,,,44.7885278,-116.0456111,Chlorophyll a,2.6,mg/m3
1119USBR_WQX-00-A4309,9/6/2000,,,44.5277778,-116.0541667,Chlorophyll a,27.6,mg/m3
1119USBR_WQX-00-A2270,6/19/2000,,,44.6455556,-116.0716111,Chlorophyll a,2.9,mg/m3
R10BUNKER-16147,12/13/2000,,,47.5722,-116.2528,Floating algae mat - severity (choice list),None,None
UTAHDWQ_WQX-COOP0200-160257-200000785C,2/8/2000,,,42.12492,-111.92496,"Chlorophyll a, uncorrected for pheophytin",0.6,ug/L
R10BUNKER-17101,6/29/2000,,,47.5517,-116.2363,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A3867,8/16/2000,,,44.6391667,-116.1161667,Chlorophyll a,8.3,mg/m3
1119USBR_WQX-00-A2495,6/27/2000,1,m,43.4772222,-111.7333333,Chlorophyll a,4.9,mg/m3
1119USBR_WQX-00-A4376,9/11/2000,,,44.6399444,-116.1216667,Chlorophyll a,< 0.5,mg/m3
1119USBR_WQX-00-A1048,4/19/2000,,,44.6399444,-116.1216667,Chlorophyll a,0.6,mg/m3
1119USBR_WQX-00-A3773,8/10/2000,,,44.0713889,-116.9325,Chlorophyll a,7.9,mg/m3
1119USBR_WQX-00-A1521,5/17/2000,,,44.6361111,-116.0677778,Chlorophyll a,3,mg/m3
1119USBR_WQX-00-A2271,6/19/2000,,,44.6364722,-116.0662778,Chlorophyll a,7,mg/m3
1119USBR_WQX-00-A3814,8/15/2000,,,44.6364722,-116.0662778,Chlorophyll a,6.1,mg/m3
1119USBR_WQX-00-A2493,6/27/2000,1,m,43.5416667,-111.7369444,Chlorophyll a,2.4,mg/m3
1119USBR_WQX-00-A2491,6/27/2000,1,m,43.59,-111.77,Chlorophyll a,1.9,mg/m3
1119USBR_WQX-00-A4445,9/12/2000,,,44.6208056,-116.049,Chlorophyll a,2.4,mg/m3
1119USBR_WQX-00-A4133,8/29/2000,1,m,44.29465,-115.64676,Chlorophyll a,0.9,mg/m3
R10BUNKER-16139,9/7/2000,,,47.5722,-116.2528,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A3697,8/9/2000,1,m,44.6888889,-116.0986111,Chlorophyll a,6.4,mg/m3
R10BUNKER-18677,4/11/2000,,,47.7030556,-116.9777778,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A4379,9/11/2000,,,44.7876389,-116.0432222,Chlorophyll a,2.7,mg/m3
1119USBR_WQX-00-A4973,10/16/2000,,,44.6374167,-116.1281111,Chlorophyll a,1,mg/m3
1119USBR_WQX-00-A1523,5/17/2000,,,44.6208056,-116.049,Chlorophyll a,2,mg/m3
R10BUNKER-18703,11/8/2000,,,47.7030556,-116.9777778,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A5077,10/23/2000,,,44.0713889,-116.9325,Chlorophyll a,22.1,mg/m3
IDEQ_WQX-F-3-12/20/2000-10:00-chla,12/20/2000,,,46.38355,-115.94959,Chlorophyll a - Periphyton (attached),7.57,mg/m2
IDEQ_WQX-C-1-11/15/2000-9:35-chla,11/15/2000,,,46.06478,-116.41758,Chlorophyll a - Periphyton (attached),0.05,mg/m2
1119USBR_WQX-00-A3429,7/30/2000,,,44.0713889,-116.9325,Chlorophyll a,7.8,mg/m3
1119USBR_WQX-00-A5287,11/13/2000,,,44.0713889,-116.9325,Chlorophyll a,11.8,mg/m3
1119USBR_WQX-00-A960,4/18/2000,,,44.6361111,-116.0677778,Chlorophyll a,4.6,mg/m3
R10BUNKER-16123,6/2/2000,,,47.5722,-116.2528,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A4969,10/16/2000,,,44.62175,-116.0520833,Chlorophyll a,1.7,mg/m3
R10BUNKER-17095,5/18/2000,,,47.5517,-116.2363,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A2653,6/28/2000,,,44.3788889,-111.3966667,Chlorophyll a,3.6,mg/m3
1119USBR_WQX-00-A3816,8/15/2000,,,44.6266389,-116.0590556,Chlorophyll a,3.3,mg/m3
1119USBR_WQX-00-A1525,5/17/2000,,,44.62175,-116.0520833,Chlorophyll a,22.3,mg/m3
IDEQ_WQX-C-3-12/19/2000-11:10-chla,12/19/2000,,,46.0417,-116.3252,Chlorophyll a - Periphyton (attached),15.65,mg/m2
1119USBR_WQX-00-A1431,5/16/2000,,,44.6374167,-116.1281111,Chlorophyll a,0.9,mg/m3
1119USBR_WQX-00-A4980,10/16/2000,,,44.6160556,-116.0670556,Chlorophyll a,3.2,mg/m3
1119USBR_WQX-00-A2134,6/15/2000,,,44.0713889,-116.9325,Chlorophyll a,9.9,mg/m3
R10BUNKER-18691,6/27/2000,,,47.7030556,-116.9777778,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A2011,6/13/2000,1,m,43.9333333,-116.4416667,Chlorophyll a,1.3,mg/m3
1119USBR_WQX-00-A2269,6/19/2000,,,44.6375,-116.07625,Chlorophyll a,2.5,mg/m3
IDEQ_WQX-C-3-10/14/2000-14:50-chla,10/14/2000,,,46.0417,-116.3252,Chlorophyll a - Periphyton (attached),302.8,mg/m2
1119USBR_WQX-00-A4970,10/16/2000,,,44.6212778,-116.0534167,Chlorophyll a,1.9,mg/m3
1119USBR_WQX-00-A3102,7/13/2000,,,44.6375,-116.07625,Chlorophyll a,4.4,mg/m3
IDEQ_WQX-G-1-9/16/2000-11:40-chla,9/16/2000,,,46.38337,-115.94101,Chlorophyll a - Periphyton (attached),2.78,mg/m2
1119USBR_WQX-00-A1520,5/17/2000,,,44.6361111,-116.0677778,Chlorophyll a,3.7,mg/m3
1119USBR_WQX-00-A3812,8/15/2000,,,44.6212778,-116.0534167,Chlorophyll a,3.4,mg/m3
1119USBR_WQX-00-A4370,9/11/2000,,,44.0713889,-116.9325,Chlorophyll a,13.3,mg/m3
1119USBR_WQX-00-A1046,4/19/2000,,,44.6455556,-116.0716111,Chlorophyll a,9.7,mg/m3
1119USBR_WQX-00-A1045,4/19/2000,,,44.6375,-116.07625,Chlorophyll a,3.3,mg/m3
1119USBR_WQX-00-A2000,6/12/2000,,,44.6374167,-116.1281111,Chlorophyll a,6.4,mg/m3
1119USBR_WQX-00-A1439,5/16/2000,,,44.6364722,-116.0662778,Chlorophyll a,3.7,mg/m3
R10BUNKER-17081,3/27/2000,,,47.5517,-116.2363,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A1432,5/16/2000,,,44.6342778,-116.122,Chlorophyll a,3.7,mg/m3
1119USBR_WQX-00-A1043,4/19/2000,,,44.6399444,-116.1216667,Chlorophyll a,0.9,mg/m3
1119USBR_WQX-00-A4449,9/12/2000,,,44.6361111,-116.0677778,Chlorophyll a,2.7,mg/m3
R10BUNKER-18685,5/16/2000,,,47.7030556,-116.9777778,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A3091,7/13/2000,,,44.0713889,-116.9325,Chlorophyll a,7.9,mg/m3
1119USBR_WQX-00-A4298,9/6/2000,1,m,44.6986111,-116.1055556,Chlorophyll a,196,mg/m3
1119USBR_WQX-00-A955,4/18/2000,,,44.6215556,-116.0499722,Chlorophyll a,16.3,mg/m3
1119USBR_WQX-00-A3104,7/13/2000,,,44.6455556,-116.0716111,Chlorophyll a,3.5,mg/m3
R10BUNKER-16111,4/10/2000,,,47.5722,-116.2528,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A1999,6/12/2000,,,44.6342778,-116.122,Chlorophyll a,8.8,mg/m3
R10BUNKER-18695,7/25/2000,,,47.7030556,-116.9777778,Floating algae mat - severity (choice list),None,None
R10BUNKER-18679,4/18/2000,,,47.7030556,-116.9777778,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A4300,9/6/2000,1,m,44.6194444,-116.0930556,Chlorophyll a,89.8,mg/m3
1119USBR_WQX-00-A4451,9/12/2000,,,44.6375,-116.07625,Chlorophyll a,2,mg/m3
IDEQ_WQX-F-2-10/15/2000-11:05-chla,10/15/2000,,,46.37597,-115.94165,Chlorophyll a - Periphyton (attached),1.67,mg/m2
1119USBR_WQX-00-A4115,8/28/2000,,,44.0713889,-116.9325,Chlorophyll a,20.5,mg/m3
IDEQ_WQX-C-2-12/19/2000-12:30-chla,12/19/2000,,,46.0437,-116.34114,Chlorophyll a - Periphyton (attached),70.65,mg/m2
1119USBR_WQX-00-A4968,10/16/2000,,,44.6215556,-116.0499722,Chlorophyll a,2.6,mg/m3
IDEQ_WQX-F-3-10/15/2000-9:30-chla,10/15/2000,,,46.38355,-115.94959,Chlorophyll a - Periphyton (attached),7.07,mg/m2
1119USBR_WQX-00-A3103,7/13/2000,,,44.6364722,-116.0662778,Chlorophyll a,4.9,mg/m3
1119USBR_WQX-00-A3106,7/13/2000,,,44.6266389,-116.0590556,Chlorophyll a,0.9,mg/m3
1119USBR_WQX-00-A4978,10/17/2000,,,44.6455556,-116.0716111,Chlorophyll a,2.8,mg/m3
R10BUNKER-17087,4/14/2000,,,47.5517,-116.2363,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A3101,7/13/2000,,,44.6212778,-116.0534167,Chlorophyll a,3.4,mg/m3
1119USBR_WQX-00-A4378,9/11/2000,,,44.6391667,-116.1161667,Chlorophyll a,5.9,mg/m3
1119USBR_WQX-00-A2275,6/19/2000,,,44.7876389,-116.0432222,Chlorophyll a,2.6,mg/m3
IDEQ_WQX-F-1-9/16/2000-12:40-chla,9/16/2000,,,46.35291,-115.905445,Chlorophyll a - Periphyton (attached),3.58,mg/m2
IDEQ_WQX-C-4-10/14/2000-16:35-chla,10/14/2000,,,46.04165,-116.29017,Chlorophyll a - Periphyton (attached),75.7,mg/m2
1119USBR_WQX-00-A4974,10/16/2000,,,44.6342778,-116.122,Chlorophyll a,2.1,mg/m3
IDEQ_WQX-C-1-9/15/2000-16:20-chla,9/15/2000,,,46.06478,-116.41758,Chlorophyll a - Periphyton (attached),0.9,mg/m2
IDEQ_WQX-C-2-11/15/2000-11:00-chla,11/15/2000,,,46.0437,-116.34114,Chlorophyll a - Periphyton (attached),33.8,mg/m2
1119USBR_WQX-00-A2651,6/28/2000,1,m,44.42,-111.4436111,Chlorophyll a,8.4,mg/m3
1119USBR_WQX-00-A2661,6/29/2000,,,44.0713889,-116.9325,Chlorophyll a,12.3,mg/m3
1119USBR_WQX-00-A2274,6/19/2000,,,44.7885278,-116.0456111,Chlorophyll a,3.5,mg/m3
R10BUNKER-17091,5/2/2000,,,47.5517,-116.2363,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A3815,8/15/2000,,,44.6361111,-116.0677778,Chlorophyll a,7,mg/m3
UTAHDWQ_WQX-COOP1000-165688-200010589C,10/31/2000,,,42.12492,-111.92496,"Chlorophyll a, uncorrected for pheophytin",2.4,ug/L
1119USBR_WQX-00-A4972,10/16/2000,,,44.6266389,-116.0590556,Chlorophyll a,2.6,mg/m3
1119USBR_WQX-00-A3868,8/16/2000,,,44.6399444,-116.1216667,Chlorophyll a,1.1,mg/m3
1119USBR_WQX-00-A1433,5/16/2000,,,44.6399444,-116.1216667,Chlorophyll a,4.5,mg/m3
IDEQ_WQX-C-3-9/15/2000-13:15-chla,9/15/2000,,,46.0417,-116.3252,Chlorophyll a - Periphyton (attached),50.47,mg/m2
1119USBR_WQX-00-A4304,9/6/2000,1,m,44.6888889,-116.0986111,Chlorophyll a,61.5,mg/m3
1119USBR_WQX-00-A4967,10/16/2000,,,44.6208056,-116.049,Chlorophyll a,1.6,mg/m3
1119USBR_WQX-00-A1437,5/16/2000,,,44.6375,-116.07625,Chlorophyll a,1.8,mg/m3
IDEQ_WQX-F-2-9/16/2000-14:40-chla,9/16/2000,,,46.37597,-115.94165,Chlorophyll a - Periphyton (attached),1.67,mg/m2
R10BUNKER-16131,7/24/2000,,,47.5722,-116.2528,Floating algae mat - severity (choice list),None,None
IDEQ_WQX-F-1-10/15/2000-15:10-chla,10/15/2000,,,46.35291,-115.905445,Chlorophyll a - Periphyton (attached),1.77,mg/m2
1119USBR_WQX-00-A2488,6/26/2000,1,m,42.7813889,-112.875,Chlorophyll a,5.8,mg/m3
R10BUNKER-18681,5/3/2000,,,47.7030556,-116.9777778,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A3695,8/9/2000,1,m,44.5277778,-116.0541667,Chlorophyll a,4,mg/m3
R10BUNKER-17105,7/24/2000,,,47.5517,-116.2363,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A3865,8/16/2000,,,44.6342778,-116.122,Chlorophyll a,3.7,mg/m3
IDEQ_WQX-F-1-12/20/2000-13:30-chla,12/20/2000,,,46.35291,-115.905445,Chlorophyll a - Periphyton (attached),2.32,mg/m2
IDEQ_WQX-F-3-11/17/2000-9:20-chla,11/17/2000,,,46.38355,-115.94959,Chlorophyll a - Periphyton (attached),90.84,mg/m2
R10BUNKER-16117,5/2/2000,,,47.5722,-116.2528,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A2658,6/29/2000,,,44.0713889,-116.9325,Chlorophyll a,11.7,mg/m3
1119USBR_WQX-00-A4138,8/29/2000,,,44.29465,-115.64676,Chlorophyll a,0.6,mg/m3
1119USBR_WQX-00-A3105,7/13/2000,,,44.6361111,-116.0677778,Chlorophyll a,2.3,mg/m3
1119USBR_WQX-00-A4377,9/11/2000,,,44.6399444,-116.1216667,Chlorophyll a,< 0.5,mg/m3
1119USBR_WQX-00-A2273,6/19/2000,,,44.6212778,-116.0534167,Chlorophyll a,8.5,mg/m3
1119USBR_WQX-00-A1435,5/16/2000,,,44.7885278,-116.0456111,Chlorophyll a,3.7,mg/m3
1119USBR_WQX-00-A1042,4/19/2000,,,44.6374167,-116.1281111,Chlorophyll a,< 0.5,mg/m3
1119USBR_WQX-00-A3098,7/12/2000,,,44.7876389,-116.0432222,Chlorophyll a,2.1,mg/m3
1119USBR_WQX-00-A4977,10/17/2000,,,44.6375,-116.07625,Chlorophyll a,2.3,mg/m3
1119USBR_WQX-00-A3811,8/15/2000,,,44.6208056,-116.049,Chlorophyll a,1.1,mg/m3
1119USBR_WQX-00-A3693,8/9/2000,1,m,44.6194444,-116.0930556,Chlorophyll a,4.9,mg/m3
R10BUNKER-16107,3/27/2000,,,47.5722,-116.2528,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A4979,10/17/2000,,,44.6364722,-116.0662778,Chlorophyll a,4.8,mg/m3
IDEQ_WQX-G-1-10/15/2000-12:35-chla,10/15/2000,,,46.38337,-115.94101,Chlorophyll a - Periphyton (attached),1.36,mg/m2
IDEQ_WQX-C-2-10/14/2000-12:50-chla,10/14/2000,,,46.0437,-116.34114,Chlorophyll a - Periphyton (attached),171.6,mg/m2
1119USBR_WQX-00-A961,4/18/2000,,,44.6266389,-116.0590556,Chlorophyll a,3.1,mg/m3
1119USBR_WQX-00-A2278,6/19/2000,,,44.6455556,-116.0716111,Chlorophyll a,3.1,mg/m3
1119USBR_WQX-00-A4870,10/11/2000,,,44.0713889,-116.9325,Chlorophyll a,17.8,mg/m3
1119USBR_WQX-00-A1436,5/16/2000,,,44.7876389,-116.0432222,Chlorophyll a,1.8,mg/m3
1119USBR_WQX-00-A954,4/18/2000,,,44.6208056,-116.049,Chlorophyll a,2.4,mg/m3
1119USBR_WQX-00-A4981,10/16/2000,,,44.6399444,-116.1216667,Chlorophyll a,1.4,mg/m3
IDEQ_WQX-C-1-10/14/2000-9:45-chla,10/14/2000,,,46.06478,-116.41758,Chlorophyll a - Periphyton (attached),0.05,mg/m2
1119USBR_WQX-00-A2272,6/19/2000,,,44.6208056,-116.049,Chlorophyll a,3.3,mg/m3
1119USBR_WQX-00-A2001,6/12/2000,,,44.6399444,-116.1216667,Chlorophyll a,4.4,mg/m3
R10BUNKER-17121,12/18/2000,,,47.5517,-116.2363,Floating algae mat - severity (choice list),None,None
R10BUNKER-16121,5/18/2000,,,47.5722,-116.2528,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A2277,6/19/2000,,,44.6266389,-116.0590556,Chlorophyll a,1.2,mg/m3
R10BUNKER-18673,3/28/2000,,,47.7030556,-116.9777778,Floating algae mat - severity (choice list),None,None
R10BUNKER-17097,6/2/2000,,,47.5517,-116.2363,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-00-A4607,9/25/2000,,,44.0713889,-116.9325,Chlorophyll a,10.3,mg/m3
1119USBR_WQX-00-A1839,6/1/2000,,,44.0713889,-116.9325,Chlorophyll a,3,mg/m3
1119USBR_WQX-00-A4976,10/16/2000,,,44.6391667,-116.1161667,Chlorophyll a,1.8,mg/m3
UTAHDWQ_WQX-COOP0500-161730-200003705C,5/2/2000,,,42.12492,-111.92496,"Chlorophyll a, uncorrected for pheophytin",4.7,ug/L
1119USBR_WQX-01-A5754,10/9/2001,,,43.5919444,-115.9166667,Chlorophyll a,1,mg/m3
IDEQ_WQX-C-2-4/23/2001-11:30-chla,4/23/2001,,,46.0437,-116.34114,Chlorophyll a - Periphyton (attached),18.2,mg/m2
R10BUNKER-16157,4/10/2001,,,47.5722,-116.2528,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-01-A5994,10/17/2001,,,43.5889611,-116.8955556,Chlorophyll a,4.9,mg/m3
1119USBR_WQX-01-A5914,10/16/2001,,,43.3583333,-115.4444444,Chlorophyll a,3.9,mg/m3
1119USBR_WQX-01-A2616,6/18/2001,,,43.8211111,-117.0119444,Chlorophyll a,9.5,mg/m3
1119USBR_WQX-01-A3153,7/9/2001,,,42.6736111,-113.5625,Chlorophyll a,3.8,mg/m3
1119USBR_WQX-01-A4900,8/30/2001,,,44.0713889,-116.9325,Chlorophyll a,21.6,mg/m3
1119USBR_WQX-01-A5250,9/13/2001,,,44.0713889,-116.9325,Chlorophyll a,17.1,mg/m3
1119USBR_WQX-01-A2314,6/7/2001,1,m,43.62,-115.8211389,Chlorophyll a,< 0.5,mg/m3
IDEQ_WQX-C-3-6/13/2001-11:00-chla,6/13/2001,,,46.0417,-116.3252,Chlorophyll a - Periphyton (attached),17.8,mg/m2
1119USBR_WQX-01-A2317,6/7/2001,,,44.0713889,-116.9325,Chlorophyll a,25.4,mg/m3
IDEQ_WQX-C-3-5/17/2001-11:30-chla,5/17/2001,,,46.0417,-116.3252,Chlorophyll a - Periphyton (attached),24.2,mg/m2
1119USBR_WQX-01-A4149,8/2/2001,,,44.0713889,-116.9325,Chlorophyll a,12.4,mg/m3
1119USBR_WQX-01-A6430,11/15/2001,1,m,43.5919444,-115.9166667,Chlorophyll a,1.7,mg/m3
IDEQ_WQX-F-1-4/22/2001-13:45-chla,4/22/2001,,,46.35291,-115.905445,Chlorophyll a - Periphyton (attached),1.3,mg/m2
IDEQ_WQX-C-4-1/28/2001-15:17-chla,1/28/2001,,,46.04165,-116.29017,Chlorophyll a - Periphyton (attached),11.61,mg/m2
1119USBR_WQX-01-A3376,7/17/2001,1,m,43.62,-115.8211389,Chlorophyll a,0.7,mg/m3
1119USBR_WQX-01-A5441,9/24/2001,,,44.0713889,-116.9325,Chlorophyll a,14.4,mg/m3
IDEQ_WQX-C-2-5/17/2001-12:15-chla,5/17/2001,,,46.0437,-116.34114,Chlorophyll a - Periphyton (attached),3.3,mg/m2
1119USBR_WQX-01-A3374,7/17/2001,1,m,43.5839722,-115.8288611,Chlorophyll a,< 0.5,mg/m3
IDEQ_WQX-G-1-8/4/2001-11:30-chla,8/4/2001,,,46.38337,-115.94101,Chlorophyll a - Periphyton (attached),3.43,mg/m2
1119USBR_WQX-01-A2620,6/18/2001,,,43.5936861,-116.9103528,Chlorophyll a,27.3,mg/m3
IDEQ_WQX-C-2-6/13/2001-12:20-chla,6/13/2001,,,46.0437,-116.34114,Chlorophyll a - Periphyton (attached),2.43,mg/m2
1119USBR_WQX-01-A734,3/22/2001,1,m,43.5919444,-115.9166667,Chlorophyll a,2.9,mg/m3
R10BUNKER-17129,3/14/2001,,,47.5517,-116.2363,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-01-A1276,4/26/2001,1,m,43.5919444,-115.9166667,Chlorophyll a,4.1,mg/m3
1119USBR_WQX-01-A5101,9/10/2001,,,43.5889611,-116.8955556,Chlorophyll a,2.7,mg/m3
1119USBR_WQX-01-A6144,10/29/2001,,,43.8211111,-117.0119444,Chlorophyll a,5.7,mg/m3
1119USBR_WQX-01-A1507,5/8/2001,,,43.5919444,-115.9166667,Chlorophyll a,1.7,mg/m3
1119USBR_WQX-01-A3372,7/17/2001,1,m,43.5919444,-115.9166667,Chlorophyll a,< 0.5,mg/m3
IDEQ_WQX-C-2-2/25/2001-11:15-chla,2/25/2001,,,46.0437,-116.34114,Chlorophyll a - Periphyton (attached),65.61,mg/m2
1119USBR_WQX-01-A6457,11/19/2001,,,43.5936861,-116.9103528,Chlorophyll a,6.5,mg/m3
IDEQ_WQX-C-1-5/17/2001-13:30-chla,5/17/2001,,,46.06478,-116.41758,Chlorophyll a - Periphyton (attached),0.91,mg/m2
IDEQ_WQX-C-1-7/21/2001-12:30-chla,7/21/2001,,,46.06478,-116.41758,Chlorophyll a - Periphyton (attached),1.3,mg/m2
1119USBR_WQX-01-A4791,8/28/2001,,,43.5919444,-115.9166667,Chlorophyll a,1.4,mg/m3
1119USBR_WQX-01-A6545,11/27/2001,1,m,43.5919444,-115.9166667,Chlorophyll a,1.5,mg/m3
1119USBR_WQX-01-A2619,6/18/2001,,,43.5889611,-116.8955556,Chlorophyll a,38.9,mg/m3
1119USBR_WQX-01-A403,2/12/2001,,,44.0713889,-116.9325,Chlorophyll a,22.9,mg/m3
1119USBR_WQX-01-A3247,7/10/2001,1,m,43.3294444,-111.2047222,Chlorophyll a,3,mg/m3
1119USBR_WQX-01-A6460,11/19/2001,,,43.5889611,-116.8955556,Chlorophyll a,1.8,mg/m3
1119USBR_WQX-01-A2807,6/27/2001,1,m,43.5919444,-115.9166667,Chlorophyll a,0.9,mg/m3
1119USBR_WQX-01-A4745,8/27/2001,,,44.0449056,-116.9292222,Chlorophyll a,24.4,mg/m3
R10BUNKER-16163,6/12/2001,,,47.5722,-116.2528,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-01-A6894,12/17/2001,,,43.8211111,-117.0119444,Chlorophyll a,10,mg/m3
IDEQ_WQX-C-3-4/23/2001-10:05-chla,4/23/2001,,,46.0417,-116.3252,Chlorophyll a - Periphyton (attached),53.5,mg/m2
1119USBR_WQX-01-A4395,8/13/2001,,,43.8211111,-117.0119444,Chlorophyll a,10.1,mg/m3
IDEQ_WQX-C-4-6/13/2001-9:45-chla,6/13/2001,,,46.04165,-116.29017,Chlorophyll a - Periphyton (attached),76.2,mg/m2
1119USBR_WQX-01-A3145,7/9/2001,,,43.4802306,-116.9228528,Chlorophyll a,3.2,mg/m3
R10BUNKER-18715,3/13/2001,,,47.7030556,-116.9777778,Floating algae mat - severity (choice list),None,None
1119USBR_WQX-01-A6898,12/17/2001,,,43.8211111,-117.0119444,Chlorophyll a,6,mg/m3
1119USBR_WQX-01-A1280,4/26/2001,,,43.5919444,-115.9166667,Chlorophyll a,1.6,mg/m3
1119USBR_WQX-01-A6453,11/19/2001,,,44.0713889,-116.9325,Chlorophyll a,14.7,mg/m3
R10BUNKER-18721,5/7/2001,,,47.7030556,-116.9777778,Floating algae mat - severity (choice list),None,None
IDEQ_WQX-F-3-4/22/2001-9:50-chla,4/22/2001,,,46.38355,-115.94959,Chlorophyll a - Periphyton (attached),5.6,mg/m2
1119USBR_WQX-01-A3314,7/11/2001,1,m,44.4197222,-111.3972222,Chlorophyll a,3.3,mg/m3
1119USBR_WQX-01-A4396,8/13/2001,,,43.5936861,-116.9103528,Chlorophyll a,14.1,mg/m3
UTAHDWQ_WQX-LA062601-167922-200104492C,6/26/2001,,,42.06938,-111.33716,"Chlorophyll a, uncorrected for pheophytin",0.2,ug/L
IDEQ_WQX-F-2-4/22/2001-11:00-chla,4/22/2001,,,46.37597,-115.94165,Chlorophyll a - Periphyton (attached),1.06,mg/m2
1119USBR_WQX-01-A3664,7/23/2001,,,43.9231167,-116.4427472,Chlorophyll a,9.2,mg/m3
IDEQ_WQX-G-1-4/22/2001-12:00-chla,4/22/2001,,,46.38337,-115.94101,Chlorophyll a - Periphyton (attached),2.47,mg/m2
IDEQ_WQX-C-3-2/25/2001-10:05-chla,2/25/2001,,,46.0417,-116.3252,Chlorophyll a - Periphyton (attached),31.3,mg/m2
1119USBR_WQX-01-A4305,8/8/2001,1,m,44.6888889,-116.0986111,Chlorophyll a,37.1,mg/m3
1119USBR_WQX-01-A6458,11/19/2001,,,43.4802306,-116.9228528,Chlorophyll a,3.5,mg/m3
1119USBR_WQX-01-A2037,5/24/2001,,,44.0713889,-116.9325,Chlorophyll a,10.7,mg/m3
1119USBR_WQX-01-A2312,6/7/2001,1,m,43.5839722,-115.8288611,Chlorophyll a,1.6,mg/m3
1119USBR_WQX-01-A3925,7/27/2001,,,43.5919444,-115.9166667,Chlorophyll a,3.6,mg/m3
1119USBR_WQX-01-A3143,7/9/2001,,,43.8211111,-117.0119444,Chlorophyll a,7.7,mg/m3
R10BUNKER-18723,6/11/2001,,,47.7030556,-116.9777778,Floating algae mat - severity (choice list),None,None
R10BUNKER-16155,3/14/2001,,,47.5722,-116.2528,Floating algae mat - severity (choice list),None,None
