ActivityIdentifier,ActivityStartDate,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode
COEOMAHA_WQX-CHT08CHL172514250000L,7/25/2001,0,m,39.5514,-105.0611,Chlorophyll a,28,ug/L
11NPSWRD_WQX-CURE_383137107183600200110091340^01,10/9/2001,,,38.52693624,-107.3106108,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09125000200108151225^02,8/15/2001,,,38.4877673,-107.415057,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382902107140400200111051327^01,11/5/2001,,,38.4838816,-107.235054,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382418107242600200111270923^01,11/27/2001,,,38.4049908,-107.4078353,Floating algae mat - severity (choice list),NONE,
COEOMAHA_WQX-CHT08CHL172514250020L,7/25/2001,2,m,39.5514,-105.0611,Pheophytin a,1,ug/L
11NPSWRD_WQX-CURE_382702107315400200209191247^01,9/19/2002,,,38.45054376,-107.5322807,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383137107183600200209120810^01,9/12/2002,,,38.52693624,-107.3106108,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107203900200202131305^01,2/13/2002,,,38.45054696,-107.3447785,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382902107140400200209121032^01,9/12/2002,,,38.4838816,-107.235054,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200209051030^03,9/5/2002,1,m,38.47526994,-107.2911664,"Chlorophyll a, uncorrected for pheophytin",0.654,ug/L
11NPSWRD_WQX-CURE_382856107050000200208080918^03,8/8/2002,1,m,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",7.174,ug/L
11NPSWRD_WQX-CURE_382924107352300200208221037^01,8/22/2002,,,38.48998719,-107.590336,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200205140947^01,5/14/2002,1,m,38.4747148,-107.2067198,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381934107133500200208121137^01,8/12/2002,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200209050830^01,9/5/2002,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382943107015300200201300922^01,1/30/2002,,,38.49526864,-107.0319914,Floating algae mat - severity (choice list),NONE,
MWRD_WQX-BARR310/22/20021B3S375510,10/22/2002,1,m,39.961388,-104.750833,Chlorophyll a,62.6,ug/L
11NPSWRD_WQX-BLCA_383537107471500200205211145^01,5/21/2002,,,38.5935966,-107.7881153,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09127000200202041031^01,2/4/2002,,,38.44637698,-107.555614,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200209050842^03,9/5/2002,1,m,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",8.13,ug/L
11NPSWRD_WQX-CURE_382856107050000200206170836^03,6/17/2002,1,m,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",1.792,ug/L
11NPSWRD_WQX-BLCA_09128000200208071239^01,8/7/2002,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107203900200205081016^01,5/8/2002,,,38.45054696,-107.3447785,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200207160930,7/16/2002,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200206171008^01,6/17/2002,1,m,38.4747148,-107.2067198,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382943107015300200209121245^01,9/12/2002,,,38.49526864,-107.0319914,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382924107352300200206181042^01,6/18/2002,,,38.48998719,-107.590336,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_09128000200208271023^01,8/27/2002,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382937107033500200204291106^01,4/29/2002,,,38.49360224,-107.0603257,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200206171049^03,6/17/2002,1,m,38.47526994,-107.2911664,"Chlorophyll a, uncorrected for pheophytin",0.305,ug/L
11NPSWRD_WQX-CURE_383024107371800200206181143^01,6/18/2002,,,38.5066535,-107.6222804,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200209050842^01,9/5/2002,1,m,38.4822137,-107.0839377,Floating algae mat - severity (choice list),MODERATE,
11NPSWRD_WQX-CURE_382418107242600200205080904^01,5/8/2002,,,38.4049908,-107.4078353,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382943107015300200206041230^01,6/4/2002,,,38.49526864,-107.0319914,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200212041530^01,12/4/2002,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200205141033^03,5/14/2002,1,m,38.47526994,-107.2911664,"Chlorophyll a, uncorrected for pheophytin",2.457,ug/L
11NPSWRD_WQX-CURE_381633107054700200209171207^01,9/17/2002,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383137107183600200208131147^01,8/13/2002,,,38.52693624,-107.3106108,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200205291800^01,5/29/2002,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382644107271000200208211017^01,8/21/2002,,,38.44554497,-107.4533912,Floating algae mat - severity (choice list),MILD,
11NPSWRD_WQX-CURE_382943107015300200204290946^01,4/29/2002,,,38.49526864,-107.0319914,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_09128000200206241103^01,6/24/2002,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381934107133500200209170935^01,9/17/2002,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200205140947^03,5/14/2002,1,m,38.4747148,-107.2067198,"Chlorophyll a, uncorrected for pheophytin",0.764,ug/L
11NPSWRD_WQX-CURE_382900107101600200202050908^01,2/5/2002,,,38.48332555,-107.1717185,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200208081107^01,8/8/2002,1,m,38.47526994,-107.2911664,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200208071035^01,8/7/2002,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09125000200203201008^01,3/20/2002,,,38.4877673,-107.415057,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383028107162200200209051202^01,9/5/2002,,,38.5077701,-107.2733881,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382902107140400200206060858^01,6/6/2002,,,38.4838816,-107.235054,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09125000200208201010^01,8/20/2002,,,38.4877673,-107.415057,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200205140841^01,5/14/2002,1,m,38.4822137,-107.0839377,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382900107101600200208070850^01,8/7/2002,,,38.48332555,-107.1717185,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383024107371800200205201106^01,5/20/2002,,,38.5066535,-107.6222804,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107315400200208211125^01,8/21/2002,,,38.45054376,-107.5322807,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200205141033^01,5/14/2002,1,m,38.47526994,-107.2911664,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_09128000200209181017^01,9/18/2002,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382418107242600200203131414^01,3/13/2002,,,38.4049908,-107.4078353,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200209050940^03,9/5/2002,1,m,38.4747148,-107.2067198,"Chlorophyll a, uncorrected for pheophytin",2.441,ug/L
11NPSWRD_WQX-CURE_383103106594200200203011030^01,3/1/2002,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200209051030^01,9/5/2002,1,m,38.47526994,-107.2911664,Floating algae mat - severity (choice list),MILD,
11NPSWRD_WQX-CURE_382702107203900200209031202^01,9/3/2002,,,38.45054696,-107.3447785,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09125000200209191052^01,9/19/2002,,,38.4877673,-107.415057,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382924107352300200209101043^01,9/10/2002,,,38.48998719,-107.590336,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383537107471500200206131112^01,6/13/2002,,,38.5935966,-107.7881153,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200204251000^01,4/25/2002,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382418107242600200205291235^01,5/29/2002,,,38.4049908,-107.4078353,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383024107371800200209101123^01,9/10/2002,,,38.5066535,-107.6222804,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382900107101600200206051050^01,6/5/2002,,,38.48332555,-107.1717185,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382644107271000200209191207^01,9/19/2002,,,38.44554497,-107.4533912,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382644107271000200205161105^01,5/16/2002,,,38.44554497,-107.4533912,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200208081020^01,8/8/2002,1,m,38.4747148,-107.2067198,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383028107162200200208081247^01,8/8/2002,,,38.5077701,-107.2733881,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381633107054700200205060952^01,5/6/2002,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383137107183600200205071153^01,5/7/2002,,,38.52693624,-107.3106108,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_09128000200209051440^01,9/5/2002,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200206170836^01,6/17/2002,1,m,38.4822137,-107.0839377,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107203900200208201212^01,8/20/2002,,,38.45054696,-107.3447785,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382644107271000200206120931^01,6/12/2002,,,38.44554497,-107.4533912,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383024107371800200208221132^01,8/22/2002,,,38.5066535,-107.6222804,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381934107133500200206101355^01,6/10/2002,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09125000200205131108^01,5/13/2002,,,38.4877673,-107.415057,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200208081020^03,8/8/2002,1,m,38.4747148,-107.2067198,"Chlorophyll a, uncorrected for pheophytin",2.031,ug/L
11NPSWRD_WQX-CURE_381633107054700200203181311^01,3/18/2002,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382937107033500200201310922^01,1/31/2002,,,38.49360224,-107.0603257,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381934107133500200203181213^01,3/18/2002,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383537107471500200208151113^01,8/15/2002,,,38.5935966,-107.7881153,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383103106594200200210161230^01,10/16/2002,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383028107162200200205141154^01,5/14/2002,,,38.5077701,-107.2733881,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200208081107^03,8/8/2002,1,m,38.47526994,-107.2911664,"Chlorophyll a, uncorrected for pheophytin",0.965,ug/L
11NPSWRD_WQX-CURE_09127000200208141030^01,8/14/2002,,,38.44637698,-107.555614,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382902107140400200205021102^01,5/2/2002,,,38.4838816,-107.235054,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382418107242600200208141215^01,8/14/2002,,,38.4049908,-107.4078353,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200209050940^01,9/5/2002,1,m,38.4747148,-107.2067198,Floating algae mat - severity (choice list),MILD,
11NPSWRD_WQX-CURE_382937107033500200208061105^01,8/6/2002,,,38.49360224,-107.0603257,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200205140841^03,5/14/2002,1,m,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",2.578,ug/L
11NPSWRD_WQX-CURE_382902107140400200202071151^01,2/7/2002,,,38.4838816,-107.235054,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200206171049^01,6/17/2002,1,m,38.47526994,-107.2911664,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09127000200209030935^01,9/3/2002,,,38.44637698,-107.555614,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382902107140400200208071003^01,8/7/2002,,,38.4838816,-107.235054,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381633107054700200206101118^01,6/10/2002,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107315400200206121026^01,6/12/2002,,,38.45054376,-107.5322807,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382924107352300200205201125^01,5/20/2002,,,38.48998719,-107.590336,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382937107033500200209161210^01,9/16/2002,,,38.49360224,-107.0603257,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383137107183600200202111202^01,2/11/2002,,,38.52693624,-107.3106108,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200208080918^01,8/8/2002,1,m,38.4822137,-107.0839377,Floating algae mat - severity (choice list),MILD,
11NPSWRD_WQX-CURE_382702107203900200206110858^01,6/11/2002,,,38.45054696,-107.3447785,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383028107162200200202111104^01,2/11/2002,,,38.5077701,-107.2733881,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383028107162200200206171158^01,6/17/2002,,,38.5077701,-107.2733881,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382937107033500200206040938^01,6/4/2002,,,38.49360224,-107.0603257,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_09128000200205300956^01,5/30/2002,,,38.52915336,-107.648947,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09125000200206191045^01,6/19/2002,,,38.4877673,-107.415057,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381633107054700200208120952^01,8/12/2002,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200206171008^03,6/17/2002,1,m,38.4747148,-107.2067198,"Chlorophyll a, uncorrected for pheophytin",1.463,ug/L
11NPSWRD_WQX-CURE_383137107183600200206061059^01,6/6/2002,,,38.52693624,-107.3106108,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382900107101600200209121137^01,9/12/2002,,,38.48332555,-107.1717185,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09127000200205291025^01,5/29/2002,,,38.44637698,-107.555614,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381934107133500200205061127^01,5/6/2002,,,38.32610537,-107.2269997,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382900107101600200205020946^01,5/2/2002,,,38.48332555,-107.1717185,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09127000200204301107^01,4/30/2002,,,38.44637698,-107.555614,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382943107015300200208060932^01,8/6/2002,,,38.49526864,-107.0319914,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107315400200205161158^01,5/16/2002,,,38.45054376,-107.5322807,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382418107242600200209031052^01,9/3/2002,,,38.4049908,-107.4078353,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382644107271000200308231205^01,8/23/2003,,,38.44554497,-107.4533912,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200307020930^03,7/2/2003,1,m,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",1.159,ug/L
11NPSWRD_WQX-CURE_382702107315400200307231130^01,7/23/2003,,,38.45054376,-107.5322807,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_09127000200311191030^01,11/19/2003,,,38.44637698,-107.555614,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200312031212^03,12/3/2003,1,m,38.47526994,-107.2911664,"Chlorophyll a, uncorrected for pheophytin",3.129,ug/L
11NPSWRD_WQX-CURE_382644107271000200306161010^01,6/16/2003,,,38.44554497,-107.4533912,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382943107015300200307310955^01,7/31/2003,,,38.49526864,-107.0319914,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382831107172600200308261040^01,8/26/2003,1,m,38.47526994,-107.2911664,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-BLCA_383537107471500200308270912^01,8/27/2003,,,38.5935966,-107.7881153,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382702107203900200307071015^01,7/7/2003,,,38.45054696,-107.3447785,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_383028107162200200304171253^01,4/17/2003,,,38.5077701,-107.2733881,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382644107271000200309161217^01,9/16/2003,,,38.44554497,-107.4533912,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382829107122200200312031315^03,12/3/2003,1,m,38.4747148,-107.2067198,"Chlorophyll a, uncorrected for pheophytin",1.803,ug/L
11NPSWRD_WQX-CURE_383103106594200200308290845,8/29/2003,,,38.51749077,-106.9956012,"Biomass, periphyton",842.5,g/m2
11NPSWRD_WQX-BLCA_383418107471401200312181250^01,12/18/2003,,,38.5716523,-107.7878374,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382937107033500200308190917^01,8/19/2003,,,38.49360224,-107.0603257,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382924107352300200304221133^01,4/22/2003,,,38.48998719,-107.590336,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_382856107050000200304170845^03,4/17/2003,1,m,38.4822137,-107.0839377,"Chlorophyll a, uncorrected for pheophytin",5.554,ug/L
